orth2333: Afra|m.10026 Aobl|m.12854 Asus|M.10026_R0 Bcor|m.49852 Bcur|XP_011176775.1 Bdor|XP_011207020.1 Bjar|m.26921 Blat|m.41225 Bmin|m.16652 Bole|XP_014097011.1 Btry|M.41225_R0 Bzon|m.21935 Ccap|XP_004523616.1
orth9460: Afra|m.29319 Bcor|m.8849 Bcur|XP_011181837.1 Bdor|XP_011208611.1 Blat|m.63560 Bole|XP_014093847.1 Btry|M.63560_R0 Bzon|m.41334 Ccap|XP_004521146.1
orth9461: Afra|m.29417 Asus|M.29417_R0 Bcor|m.37600 Bcur|XP_011184561.1 Bdor|XP_011206115.1 Blat|m.64654 Bole|XP_014090191.1 Btry|M.64654_R0 Ccap|XP_004534744.1
orth9462: Afra|m.29624 Asus|M.29624_R0 Bcor|m.45595 Bcur|XP_011181684.1 Bdor|XP_011214123.1 Bole|XP_014096865.1 Bzon|m.5687 Ccap|XP_012162410.1 Bmin|m.7973
orth9463: Afra|m.29709 Bcor|m.19855 Bcur|XP_011188006.1 Bdor|XP_011214762.1 Blat|m.24135 Bmin|m.7207 Bole|XP_014098061.1 Bzon|m.55744 Ccap|XP_004523455.1
orth9464: Afra|m.29724 Bcur|XP_011189156.1 Bdor|XP_011208719.1 Blat|m.13363 Bmin|m.7513 Bole|XP_014087973.1 Btry|M.13363_R0 Bzon|m.18264 Ccap|XP_004536063.2
orth9465: Afra|m.29735 Bcor|m.46476 Bcur|XP_011191748.1 Bdor|XP_011198343.1 Blat|m.28764 Bmin|m.17076 Bole|XP_014103750.1 Bzon|m.46678 Ccap|XP_012157490.1
orth9466: Afra|m.29986 Asus|M.29986_R0 Bcur|XP_011195797.1 Bdor|XP_011208912.1 Blat|m.8563 Bmin|m.8396 Bole|XP_014091765.1 Bzon|m.21601 Ccap|XP_012161340.1
orth9467: Afra|m.30046 Aobl|m.29246 Asus|M.30046_R0 Bcur|XP_011186839.1 Bdor|XP_011201363.1 Bjar|m.11543 Blat|m.52440 Bole|XP_014091727.1 Ccap|XP_004525791.1
orth9469: Afra|m.30195 Asus|M.30195_R0 Bcor|m.26206 Bcur|XP_011185635.1 Bdor|XP_011211253.1 Blat|m.54061 Bole|XP_014088860.1 Bzon|m.54686 Ccap|XP_004537207.1
orth9470: Afra|m.30205 Asus|M.30205_R0 Bcor|m.22679 Bcur|XP_011191922.1 Bdor|XP_011210673.1 Bjar|m.3581 Bole|XP_014086876.1 Bzon|m.18771 Ccap|XP_004521823.2
orth9471: Afra|m.30251 Bcor|m.39844 Bcur|XP_011191219.1 Bdor|XP_011213181.1 Blat|m.34266 Bole|XP_014096771.1 Btry|M.34266_R0 Bzon|m.47512 Ccap|XP_004519606.1
orth9472: Afra|m.30254 Asus|M.30254_R0 Bcor|m.15791 Bcur|XP_011188810.1 Bdor|XP_011199406.1 Blat|m.42033 Bole|XP_014094647.1 Bzon|m.1362 Ccap|XP_004533257.1
orth9474: Afra|m.30290 Asus|M.30290_R0 Bcor|m.3990 Bcur|XP_011182150.1 Bdor|XP_011212329.1 Blat|m.14139 Bole|XP_014095329.1 Btry|M.14139_R0 Ccap|XP_004534453.2
orth9475: Bjar|m.2786 Bcor|m.23926 Bcur|XP_011182640.1 Bdor|XP_011197377.1 Blat|m.11417 Bole|XP_014095261.1 Btry|M.11417_R0 Bzon|m.29155 Ccap|XP_012160423.1
orth9477: Afra|m.30401 Bcor|m.5219 Bcur|XP_011190282.1 Bdor|XP_011213389.1 Blat|m.14820 Bole|XP_014097089.1 Btry|M.14822_R0 Bzon|m.27761 Ccap|XP_004524440.1
orth9479: Afra|m.30515 Bcor|m.42988 Bcur|XP_011193702.1 Bdor|XP_011209307.1 Blat|m.14969 Bmin|m.15627 Bole|XP_014098604.1 Bzon|m.12929 Ccap|XP_004518275.1
orth9480: Afra|m.30761 Bcor|m.37553 Bcur|XP_011191228.1 Bdor|XP_011199324.1 Blat|m.38734 Bole|XP_014097717.1 Btry|M.38734_R0 Bzon|m.39643 Ccap|XP_004519832.1
orth9481: Afra|m.30827 Asus|M.30827_R0 Bcor|m.28222 Bcur|XP_011197114.1 Bdor|XP_011210332.1 Bmin|m.4763 Bole|XP_014088687.1 Bzon|m.17539 Ccap|XP_004518067.1
orth9482: Afra|m.30844 Asus|M.30844_R0 Bcor|m.26341 Bcur|XP_011182762.1 Bdor|XP_011205817.1 Blat|m.37540 Bole|XP_014103067.1 Bzon|m.36163 Ccap|XP_004519149.1
orth9483: Afra|m.30909 Asus|M.30909_R0 Bcur|XP_011179902.1 Bdor|XP_011198498.1 Blat|m.5382 Bole|XP_014097973.1 Btry|M.5382_R0 Bzon|m.38683 Ccap|XP_012160923.1
orth9484: Blat|m.17339 Btry|M.17339_R0 Bcor|m.10105 Bcur|XP_011195496.1 Bdor|XP_011202748.1 Bmin|m.5022 Bole|XP_014086721.1 Bzon|m.23517 Ccap|XP_004523110.1
orth9485: Afra|m.30925 Aobl|m.6322 Asus|M.30925_R0 Bcor|m.16869 Bcur|XP_011196292.1 Bdor|XP_011202232.1 Bole|XP_014102308.1 Bzon|m.49621 Ccap|XP_004537514.1
orth9486: Afra|m.31065 Aobl|m.16835 Asus|M.31065_R0 Bcor|m.44730 Bcur|XP_011196959.1 Bdor|XP_011208305.1 Bole|XP_014091111.1 Bzon|m.1276 Ccap|XP_004537355.1
orth9487: Afra|m.31208 Aobl|m.8995 Asus|M.31208_R0 Bcor|m.31071 Bcur|XP_011180252.1 Bdor|XP_011199050.1 Bole|XP_014090467.1 Bzon|m.17409 Ccap|XP_004531382.1
orth9488: Afra|m.31264 Aobl|m.5060 Asus|M.31264_R0 Bcor|m.27233 Bcur|XP_011193329.1 Bdor|XP_011204153.1 Bole|XP_014085833.1 Bzon|m.18399 Ccap|XP_012156023.1
orth9489: Afra|m.31267 Asus|M.31267_R0 Bcor|m.17263 Bcur|XP_011187812.1 Bdor|XP_011214548.1 Blat|m.439 Bole|XP_014102555.1 Bzon|m.28679 Ccap|XP_004523894.1
orth9490: Afra|m.31285 Aobl|m.9607 Asus|M.31285_R0 Bcor|m.16556 Bcur|XP_011188107.1 Bdor|XP_011212017.1 Bole|XP_014097822.1 Bzon|m.8979 Ccap|XP_012158564.1
orth9492: Afra|m.31519 Bcor|m.1366 Bcur|XP_011196578.1 Bdor|XP_011209777.1 Blat|m.34332 Bole|XP_014085802.1 Btry|M.34332_R0 Bzon|m.23626 Ccap|XP_004521128.1
orth9495: Afra|m.31908 Aobl|m.2137 Asus|M.31908_R0 Bcor|m.14093 Bcur|XP_011192941.1 Bdor|XP_011204061.1 Bmin|m.1098 Bole|XP_014096514.1 Ccap|XP_004521272.1
orth9496: Afra|m.31909 Asus|M.31909_R0 Bcor|m.8825 Bcur|XP_011181729.1 Bdor|XP_011201499.1 Bmin|m.6899 Bole|XP_014087593.1 Bzon|m.5845 Ccap|XP_004535059.1
orth9497: Afra|m.31940 Bcor|m.16818 Bcur|XP_011176657.1 Bdor|XP_011197521.1 Blat|m.11256 Bole|XP_014096332.1 Btry|M.11256_R0 Bzon|m.35270 Ccap|XP_004527305.1
orth9498: Afra|m.3196 Asus|M.3196_R0 Bcor|m.14509 Bcur|XP_011182221.1 Bdor|XP_011208423.1 Blat|m.30715 Bole|XP_014095034.1 Btry|M.30715_R0 Ccap|XP_012162178.1
orth9501: Afra|m.32068 Aobl|m.12324 Bcur|XP_011182783.1 Bdor|XP_011200798.1 Blat|m.32184 Bole|XP_014103081.1 Btry|M.32184_R0 Bzon|m.1812 Ccap|XP_004519038.1
orth9503: Afra|m.32114 Bcor|m.13215 Bcur|XP_011182547.1 Bdor|XP_011202674.1 Blat|m.2908 Bmin|m.5240 Bole|XP_014092781.1 Bzon|m.16797 Ccap|XP_004534188.1
orth9504: Afra|m.32203 Asus|M.32203_R0 Bcur|XP_011188823.1 Bdor|XP_011199428.1 Blat|m.29165 Bole|XP_014086261.1 Btry|M.29165_R0 Bzon|m.3902 Ccap|XP_012159995.1
orth9506: Afra|m.32573 Bcor|m.6927 Bcur|XP_011187908.1 Bdor|XP_011198894.1 Blat|m.29740 Bole|XP_014102526.1 Bzon|m.49349 Ccap|XP_004523949.1 Btry|M.29746_R0
orth9507: Afra|m.32617 Bcur|XP_011192166.1 Bdor|XP_011199297.1 Blat|m.34082 Bmin|m.13939 Bole|XP_014095416.1 Btry|M.34082_R0 Bzon|m.37288 Ccap|XP_004524163.1
orth9508: Afra|m.3267 Bcor|m.16831 Bcur|XP_011190456.1 Bdor|XP_011207053.1 Blat|m.28254 Bole|XP_014103099.1 Bzon|m.30333 Ccap|XP_012155440.1 Btry|M.28254_R0
orth9509: Afra|m.32677 Aobl|m.13099 Asus|M.32677_R0 Bcor|m.1622 Bcur|XP_011178369.1 Bdor|XP_011207890.1 Bole|XP_014086447.1 Bzon|m.53139 Ccap|XP_004526692.1
orth9510: Asus|M.24060_R0 Bmin|m.5809 Btry|M.53520_R0 Bcor|m.32632 Bcur|XP_011188643.1 Bdor|XP_011214355.1 Blat|m.53520 Bole|XP_014099479.1 Ccap|XP_012154727.1
orth9512: Afra|m.32816 Bcor|m.843 Bcur|XP_011182233.1 Bdor|XP_011208439.1 Blat|m.30053 Bole|XP_014087014.1 Btry|M.30053_R0 Bzon|m.22633 Ccap|XP_004537623.1
orth9513: Afra|m.32859 Asus|M.32859_R0 Bcur|XP_011186458.1 Bdor|XP_011199602.1 Blat|m.7023 Bole|XP_014087094.1 Btry|M.7023_R0 Bzon|m.29078 Ccap|XP_004536494.1
orth9514: Afra|m.32921 Asus|M.32921_R0 Bcur|XP_011196640.1 Bdor|XP_011209834.1 Blat|m.639 Bole|XP_014102081.1 Btry|M.639_R0 Bzon|m.55265 Ccap|XP_004522682.1
orth9515: Afra|m.33211 Bcur|XP_011186723.1 Bcor|m.36511 Bdor|XP_011201944.1 Blat|m.16311 Bole|XP_014091591.1 Btry|M.16311_R0 Bzon|m.52885 Ccap|XP_004534056.1
orth9516: Afra|m.33276 Asus|M.33276_R0 Bcor|m.2830 Bcur|XP_011181353.1 Bdor|XP_011214102.1 Blat|m.14979 Bole|XP_014099774.1 Bzon|m.30866 Ccap|XP_004537950.1
orth9518: Afra|m.33437 Asus|M.33437_R0 Bcor|m.1104 Bcur|XP_011197075.1 Bdor|XP_011205034.1 Bjar|m.27017 Bole|XP_014095229.1 Bzon|m.36150 Ccap|XP_012159649.1
orth9520: Afra|m.33517 Bcor|m.51006 Bcur|XP_011181850.1 Bdor|XP_011208632.1 Blat|m.19491 Bole|XP_014092486.1 Btry|M.19491_R0 Bzon|m.20591 Ccap|XP_004521162.1
orth9521: Afra|m.33571 Bcor|m.47525 Bcur|XP_011187435.1 Bdor|XP_011200094.1 Blat|m.3773 Bmin|m.13097 Bole|XP_014096156.1 Bzon|m.11742 Ccap|XP_012159646.1
orth9524: Afra|m.33979 Asus|M.33979_R0 Bcor|m.37320 Bcur|XP_011183658.1 Bdor|XP_011210859.1 Bmin|m.10736 Bole|XP_014090407.1 Bzon|m.7954 Ccap|XP_012158017.1
orth9525: Afra|m.34021 Bcor|m.34968 Bcur|XP_011190249.1 Bdor|XP_011203157.1 Blat|m.28377 Bole|XP_014092467.1 Btry|M.44194_R0 Bzon|m.22878 Ccap|XP_004524335.2
orth9526: Afra|m.34040 Aobl|m.21257 Bcor|m.35945 Bcur|XP_011176861.1 Bdor|XP_011211865.1 Bjar|m.26570 Bole|XP_014092413.1 Bzon|m.45241 Ccap|XP_012158507.1
orth9527: Afra|m.34089 Bcor|m.17830 Bcur|XP_011190428.1 Bdor|XP_011203544.1 Bjar|m.21078 Blat|m.13037 Bole|XP_014095804.1 Bzon|m.15988 Ccap|XP_004531663.1
orth9528: Afra|m.34103 Bcor|m.27048 Bcur|XP_011195938.1 Bdor|XP_011207385.1 Blat|m.18945 Bole|XP_014093438.1 Btry|M.18945_R0 Bzon|m.23072 Ccap|XP_004525448.1
orth9529: Afra|m.34193 Bcor|m.20560 Bcur|XP_011190252.1 Bdor|XP_011203163.1 Blat|m.7536 Bmin|m.4295 Bole|XP_014094700.1 Btry|M.7536_R0 Ccap|XP_004524337.1
orth9530: Bmin|m.7736 Bcor|m.25484 Bcur|XP_011180388.1 Bdor|XP_011201734.1 Blat|m.46988 Bole|XP_014092473.1 Btry|M.46988_R0 Bzon|m.49384 Ccap|XP_004531579.1
orth9531: Afra|m.34274 Bcur|XP_011191022.1 Bdor|XP_011197826.1 Blat|m.52519 Bmin|m.133 Bole|XP_014086586.1 Btry|M.52519_R0 Bzon|m.1295 Ccap|XP_004531508.1
orth9533: Afra|m.34347 Bcor|m.3061 Bcur|XP_011186003.1 Bdor|XP_011212858.1 Blat|m.28050 Bole|XP_014095114.1 Btry|M.28050_R0 Bzon|m.280 Ccap|XP_004524600.1
orth9534: Afra|m.34365 Asus|M.34365_R0 Bcur|XP_011195507.1 Bdor|XP_011214534.1 Blat|m.6730 Bmin|m.24679 Bole|XP_014099330.1 Btry|M.6730_R0 Ccap|XP_004524348.1
orth9535: Afra|m.34411 Asus|M.34411_R0 Bcor|m.51048 Bcur|XP_011177926.1 Bdor|XP_011208866.1 Bmin|m.24018 Bole|XP_014103605.1 Bzon|m.27189 Ccap|XP_004526457.1
orth9536: Afra|m.34417 Asus|M.34417_R0 Bcor|m.6311 Bcur|XP_011182153.1 Bdor|XP_011212325.1 Blat|m.64256 Bole|XP_014095332.1 Btry|M.64256_R0 Ccap|XP_004534450.1
orth9537: Afra|m.34516 Asus|M.34516_R0 Bcor|m.40081 Bcur|XP_011185994.1 Bdor|XP_011212860.1 Blat|m.8247 Bole|XP_014094342.1 Bzon|m.27315 Ccap|XP_004524502.1
orth9538: Afra|m.34570 Asus|M.34570_R0 Bcor|m.26578 Bcur|XP_011191773.1 Bdor|XP_011203498.1 Blat|m.7722 Bole|XP_014089951.1 Btry|M.7722_R0 Ccap|XP_004537843.2
orth9540: Afra|m.35077 Asus|M.35077_R0 Bcor|m.25006 Bcur|XP_011182053.1 Bdor|XP_011200374.1 Bjar|m.13492 Bmin|m.8341 Bole|XP_014096632.1 Ccap|XP_004535323.1
orth9541: Afra|m.35160 Asus|M.35160_R0 Bcur|XP_011176889.1 Bdor|XP_011211856.1 Bjar|m.14660 Blat|m.632 Bole|XP_014094024.1 Btry|M.632_R0 Ccap|XP_004518406.1
orth9542: Afra|m.35285 Asus|M.35285_R0 Bcor|m.8151 Bcur|XP_011177453.1 Bdor|XP_011200727.1 Bmin|m.4987 Bole|XP_014085631.1 Bzon|m.3827 Ccap|XP_004529421.1
orth9544: Afra|m.35339 Aobl|m.11006 Bcor|m.17047 Bcur|XP_011188121.1 Bdor|XP_011205885.1 Bmin|m.25827 Bole|XP_014096531.1 Btry|M.52964_R0 Ccap|XP_004529347.1
orth9547: Afra|m.35491 Asus|M.35491_R0 Bcor|m.35847 Bcur|XP_011186977.1 Bdor|XP_011199375.1 Blat|m.59365 Bole|XP_014101370.1 Btry|M.59365_R0 Ccap|XP_004535997.2
orth9548: Afra|m.35525 Bcor|m.22652 Bcur|XP_011181843.1 Bdor|XP_011208616.1 Blat|m.20174 Bmin|m.3033 Bole|XP_014093845.1 Bzon|m.10533 Ccap|XP_004521312.1
orth9549: Afra|m.35586 Bcor|m.20496 Bcur|XP_011196970.1 Bdor|XP_011208307.1 Blat|m.52786 Bole|XP_014091121.1 Btry|M.52786_R0 Bzon|m.52518 Ccap|XP_004524065.1
orth9550: Afra|m.35736 Bcor|m.77 Bcur|XP_011188205.1 Bdor|XP_011202004.1 Blat|m.58763 Bole|XP_014097251.1 Btry|M.58763_R0 Bzon|m.38599 Ccap|XP_004519455.1
orth9551: Afra|m.35841 Asus|M.35841_R0 Bcor|m.422 Bcur|XP_011194225.1 Bdor|XP_011199656.1 Blat|m.37477 Bole|XP_014089073.1 Btry|M.37477_R0 Ccap|XP_004536244.1
orth9552: Afra|m.35885 Bcor|m.19133 Bcur|XP_011183379.1 Bdor|XP_011206347.1 Blat|m.24849 Bmin|m.7308 Bole|XP_014086078.1 Btry|M.24849_R0 Ccap|XP_012158222.1
orth9553: Afra|m.35916 Asus|M.35916_R0 Bcur|XP_011176710.1 Bdor|XP_011206636.1 Blat|m.60004 Bole|XP_014094859.1 Btry|M.60004_R0 Bzon|m.29864 Ccap|XP_012158290.1
orth9554: Afra|m.35946 Asus|M.35945_R0 Bcur|XP_011192603.1 Bdor|XP_011203181.1 Blat|m.27825 Bole|XP_014100412.1 Btry|M.27825_R0 Bzon|m.39602 Ccap|XP_004536647.1
orth9557: Afra|m.3616 Aobl|m.28979 Bcor|m.1267 Bcur|XP_011195394.1 Bdor|XP_011198298.1 Blat|m.41995 Bole|XP_014099735.1 Bzon|m.53707 Ccap|XP_012156669.1
orth9558: Afra|m.363 Asus|M.363_R0 Bcur|XP_011185923.1 Bdor|XP_011212866.1 Blat|m.52891 Bmin|m.8165 Bole|XP_014094682.1 Bzon|m.26246 Ccap|XP_004524497.1
orth9559: Afra|m.364 Aobl|m.28724 Bcor|m.37629 Bcur|XP_011178291.1 Bdor|XP_011211650.1 Blat|m.16208 Bole|XP_014089857.1 Bzon|m.28256 Ccap|XP_004536658.1
orth9561: Afra|m.36646 Aobl|m.12636 Asus|M.36646_R0 Bcor|m.27448 Bcur|XP_011176942.1 Bdor|XP_011211808.1 Bole|XP_014092643.1 Bzon|m.40491 Ccap|XP_004520436.1
orth9562: Afra|m.36651 Bcor|m.4900 Bcur|XP_011186392.1 Bdor|XP_011199500.1 Blat|m.10540 Bmin|m.13339 Bole|XP_014088332.1 Bzon|m.29662 Ccap|XP_004530581.1
orth9564: Afra|m.36711 Asus|M.36711_R0 Bcor|m.42310 Bcur|XP_011197057.1 Bdor|XP_011203026.1 Bole|XP_014088718.1 Bzon|m.54636 Ccap|XP_004536939.1 Bjar|m.21712
orth9565: Afra|m.36733 Bcor|m.48212 Bcur|XP_011193234.1 Bdor|XP_011211691.1 Blat|m.50456 Bole|XP_014086658.1 Btry|M.50456_R0 Bzon|m.34795 Ccap|XP_004530217.1
orth9566: Afra|m.36742 Bcor|m.670 Bcur|XP_011188301.1 Bdor|XP_011211748.1 Bjar|m.11713 Blat|m.27994 Bole|XP_014086663.1 Bzon|m.45428 Ccap|XP_004527189.1
orth9567: Afra|m.36878 Asus|M.36878_R0 Bcur|XP_011188820.1 Bdor|XP_011199414.1 Blat|m.50175 Bole|XP_014086255.1 Btry|M.50175_R0 Bzon|m.2058 Ccap|XP_004533251.1
orth9569: Afra|m.36927 Bcor|m.49497 Bcur|XP_011185171.1 Bdor|XP_011201892.1 Blat|m.61974 Bole|XP_014099905.1 Btry|M.61974_R0 Bzon|m.27527 Ccap|XP_004535341.1
orth9570: Afra|m.36942 Bcor|m.12093 Bcur|XP_011192718.1 Bdor|XP_011213904.1 Bjar|m.7449 Blat|m.30657 Bole|XP_014099588.1 Bzon|m.16194 Ccap|XP_012161393.1
orth9571: Afra|m.37002 Bcor|m.1329 Bcur|XP_011177670.1 Bdor|XP_011205217.1 Blat|m.160 Bmin|m.3913 Bole|XP_014100519.1 Bzon|m.14306 Ccap|XP_004531060.1
orth9572: Afra|m.37188 Bcor|m.34970 Bcur|XP_011179241.1 Bdor|XP_011210244.1 Blat|m.25066 Bole|XP_014103354.1 Btry|M.25069_R0 Bzon|m.48275 Ccap|XP_012161220.1
orth9574: Afra|m.3724 Bcor|m.28496 Bcur|XP_011186883.1 Bdor|XP_011213923.1 Blat|m.62545 Bmin|m.840 Bole|XP_014098987.1 Bzon|m.23634 Ccap|XP_012159815.1
orth9577: Afra|m.37580 Bcor|m.2402 Bcur|XP_011186556.1 Bdor|XP_011214011.1 Blat|m.62450 Bmin|m.14457 Bole|XP_014102667.1 Bzon|m.4112 Ccap|XP_004522784.1
orth9578: Afra|m.37617 Bcor|m.41768 Bcur|XP_011179100.1 Bdor|XP_011203152.1 Blat|m.37149 Bmin|m.2287 Bole|XP_014103368.1 Bzon|m.43129 Ccap|XP_004519547.1
orth9579: Afra|m.37667 Bcor|m.23749 Bcur|XP_011193247.1 Bdor|XP_011211705.1 Blat|m.24546 Bmin|m.21589 Bole|XP_014086703.1 Bzon|m.34149 Ccap|XP_012159070.1
orth9580: Afra|m.37940 Bcor|m.32023 Bcur|XP_011189734.1 Bdor|XP_011200916.1 Blat|m.7644 Bole|XP_014094621.1 Btry|M.7644_R0 Bzon|m.6249 Ccap|XP_012156613.1
orth9583: Afra|m.38643 Bcor|m.43373 Bcur|XP_011188465.1 Bdor|XP_011204340.1 Blat|m.58269 Bole|XP_014092070.1 Btry|M.58269_R0 Bzon|m.47548 Ccap|XP_004517609.1
orth9584: Afra|m.38777 Bcor|m.20905 Bcur|XP_011187792.1 Bdor|XP_011200538.1 Bjar|m.23782 Bmin|m.7943 Bole|XP_014101149.1 Bzon|m.48644 Ccap|XP_004535295.1
orth9587: Afra|m.39096 Asus|M.39096_R0 Bcor|m.40230 Bcur|XP_011179007.1 Bdor|XP_011200689.1 Blat|m.35321 Bole|XP_014101022.1 Bzon|m.17104 Ccap|XP_004529546.1
orth9589: Afra|m.39302 Bcor|m.30934 Bcur|XP_011192271.1 Bdor|XP_011204123.1 Blat|m.22088 Bole|XP_014086194.1 Btry|M.22088_R0 Bzon|m.44275 Ccap|XP_004521361.1
orth9590: Afra|m.39306 Bcor|m.19022 Bcur|XP_011190442.1 Bdor|XP_011203557.1 Blat|m.213 Bmin|m.2671 Bole|XP_014092615.1 Bzon|m.3395 Ccap|XP_004529387.1
orth9591: Afra|m.39388 Bcor|m.3588 Bcur|XP_011181024.1 Bdor|XP_011205308.1 Blat|m.35216 Bole|XP_014093260.1 Btry|M.35216_R0 Bzon|m.51882 Ccap|XP_012160188.1
orth9592: Afra|m.39417 Asus|M.39417_R0 Bcur|XP_011195497.1 Bdor|XP_011202755.1 Bjar|m.15526 Blat|m.37341 Bole|XP_014086741.1 Btry|M.37341_R0 Ccap|XP_004523115.1
orth9594: Afra|m.3962 Asus|M.3962_R0 Bcor|m.48760 Bcur|XP_011193858.1 Bdor|XP_011208386.1 Blat|m.12853 Bole|XP_014086136.1 Bzon|m.47779 Ccap|XP_004537470.1
orth9596: Afra|m.40022 Bcor|m.40380 Bcur|XP_011190472.1 Bdor|XP_011204445.1 Blat|m.30293 Bmin|m.15022 Bole|XP_014087171.1 Bzon|m.14362 Ccap|XP_004525723.1
orth9597: Afra|m.40067 Bcur|XP_011180181.1 Bdor|XP_011213237.1 Bjar|m.2495 Blat|m.2967 Bole|XP_014085788.1 Btry|M.2967_R0 Bzon|m.23673 Ccap|XP_004520311.1
orth9598: Afra|m.40277 Bcor|m.48130 Bcur|XP_011186053.1 Bdor|XP_011212543.1 Blat|m.7995 Bole|XP_014091611.1 Btry|M.7995_R0 Bzon|m.26277 Ccap|XP_012156149.1
orth9599: Afra|m.40280 Asus|M.40280_R0 Bcur|XP_011178888.1 Bdor|XP_011201116.1 Bjar|m.14908 Blat|m.59551 Bole|XP_014088541.1 Bzon|m.48700 Ccap|XP_012160235.1
orth9600: Afra|m.40418 Bcor|m.28325 Bcur|XP_011178609.1 Bdor|XP_011207633.1 Blat|m.28075 Bole|XP_014099709.1 Btry|M.28075_R0 Bzon|m.6528 Ccap|XP_004530254.1
orth9601: Afra|m.40419 Asus|M.40419_R0 Bcor|m.44922 Bcur|XP_011183687.1 Bdor|XP_011210894.1 Blat|m.52758 Bole|XP_014090368.1 Bzon|m.42303 Ccap|XP_004526877.1
orth9602: Afra|m.40802 Bcor|m.11023 Bcur|XP_011193118.1 Bdor|XP_011198841.1 Blat|m.46103 Bole|XP_014085389.1 Btry|M.46103_R0 Bzon|m.2753 Ccap|XP_004525002.1
orth9603: Afra|m.40849 Bcor|m.42601 Bcur|XP_011177876.1 Bdor|XP_011208817.1 Blat|m.13859 Bmin|m.7881 Bole|XP_014103549.1 Btry|M.13859_R0 Ccap|XP_012162261.1
orth9604: Afra|m.40902 Bcor|m.36802 Bcur|XP_011186321.1 Bdor|XP_011207250.1 Blat|m.58895 Bole|XP_014095989.1 Btry|M.58895_R0 Bzon|m.13715 Ccap|XP_004522626.1
orth9606: Afra|m.41252 Aobl|m.16170 Bcor|m.30580 Bcur|XP_011181900.1 Bdor|XP_011208659.1 Blat|m.52101 Bole|XP_014091902.1 Bzon|m.45382 Ccap|XP_004530040.1
orth9607: Afra|m.4135 Asus|M.4135_R0 Bcor|m.34699 Bcur|XP_011181315.1 Bdor|XP_011202001.1 Blat|m.51415 Bole|XP_014094807.1 Bzon|m.34429 Ccap|XP_004526205.1
orth9609: Afra|m.41450 Aobl|m.3525 Asus|M.41450_R0 Bcur|XP_011183174.1 Bdor|XP_011209412.1 Blat|m.52459 Bole|XP_014089715.1 Btry|M.52459_R0 Ccap|XP_004531106.1
orth9612: Aobl|m.8033 Bcor|m.25018 Bcur|XP_011188390.1 Bdor|XP_011200200.1 Blat|m.56527 Bole|XP_014093732.1 Bzon|m.29171 Ccap|XP_004531646.1 Bmin|m.7713
orth9613: Afra|m.41636 Asus|M.41636_R0 Bcor|m.4635 Bcur|XP_011188151.1 Bdor|XP_011204492.1 Blat|m.6604 Bole|XP_014096710.1 Bzon|m.7355 Ccap|XP_004529140.1
orth9614: Afra|m.42128 Bcur|XP_011191470.1 Bdor|XP_011210713.1 Blat|m.22096 Bmin|m.19438 Bole|XP_014097233.1 Btry|M.22101_R0 Bzon|m.49282 Ccap|XP_004521845.1
orth9615: Afra|m.42131 Aobl|m.16644 Bcur|XP_011193576.1 Bdor|XP_011198034.1 Blat|m.43831 Bole|XP_014097281.1 Btry|M.43831_R0 Bzon|m.17903 Ccap|XP_004518741.1
orth9616: Afra|m.42230 Bcor|m.49929 Bcur|XP_011193241.1 Bdor|XP_011211698.1 Blat|m.20116 Bole|XP_014086657.1 Btry|M.20116_R0 Bzon|m.19051 Ccap|XP_004530211.1
orth9618: Afra|m.42351 Bcor|m.24814 Bcur|XP_011190473.1 Bdor|XP_011204447.1 Blat|m.39138 Bmin|m.10395 Bole|XP_014087183.1 Bzon|m.2384 Ccap|XP_004525722.2
orth9620: Afra|m.42402 Aobl|m.2308 Asus|M.42402_R0 Bcur|XP_011181531.1 Bdor|XP_011205534.1 Blat|m.45689 Bole|XP_014102900.1 Btry|M.45689_R0 Ccap|XP_012160140.1
orth9621: Afra|m.42436 Asus|M.42436_R0 Bcor|m.31342 Bcur|XP_011178055.1 Bdor|XP_011205729.1 Blat|m.61569 Bole|XP_014093069.1 Btry|M.61569_R0 Ccap|XP_004522418.1
orth9622: Afra|m.42633 Aobl|m.1080 Bcor|m.37652 Bcur|XP_011192913.1 Bdor|XP_011211454.1 Blat|m.40594 Bole|XP_014085856.1 Btry|M.40594_R0 Ccap|XP_004534262.1
orth9623: Afra|m.4268 Asus|M.4268_R0 Bcur|XP_011195601.1 Bdor|XP_011205943.1 Blat|m.4794 Bmin|m.3248 Bole|XP_014102983.1 Btry|M.4794_R0 Ccap|XP_012156406.1
orth9624: Afra|m.4269 Aobl|m.18605 Bcor|m.51667 Bcur|XP_011189694.1 Bdor|XP_011213461.1 Blat|m.42481 Bole|XP_014098399.1 Bzon|m.14234 Ccap|XP_004523067.1
orth9625: Afra|m.42816 Asus|M.42816_R0 Bcor|m.37302 Bcur|XP_011190861.1 Bdor|XP_011203587.1 Blat|m.1919 Bole|XP_014091863.1 Ccap|XP_004531672.2 Bmin|m.1332
orth9627: Afra|m.4290 Bcor|m.46580 Bdor|XP_011197393.1 Bmin|m.26065 Bole|XP_014099374.1 Bcur|XP_011178705.1 Blat|m.34941 Bzon|m.50004 Ccap|XP_012154702.1
